id,city,was_crawled,was_analyzed,channel_title_1,channel_description_1,URL_1,channel_title_2,channel_description_2,URL_2,channel_title_3,channel_description_3,URL_3,channel_title_4,channel_description_4,URL_4,channel_title_5,channel_description_5,URL_5,channel_title_6,channel_description_6,URL_6,channel_title_7,channel_description_7,URL_7,channel_title_8,channel_description_8,URL_8
AT00007833,punta gorda,yes,yes,City of Punta Gorda,Punta Gorda is the best small city in Florida. The waterfront city of approximately 20000 residents is located one mile from ...,https://www.youtube.com/channel/UC-Qo-k4PpXWo4IJQah6_Kqw,Public Works,,https://www.youtube.com/channel/UCSglLeQ4c-rFiO3i85EQlwg,,,,,,,,,,,,,,,,,,
AT00007836,quincy,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007837,raiford,yes,yes,Florida Department of Corrections,The official YouTube channel for the Florida Department of Corrections.,https://www.youtube.com/channel/UCaT-U9DxlcRFaL25MX0e6gg,,,,,,,,,,,,,,,,,,,,,
AT00007839,reddick,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007840,redington beach,yes,yes,City of Clearwater,"Thank you for visiting the YouTube channel for the bright and beautiful city of Clearwater, Florida. Learn more at ...",https://www.youtube.com/channel/UCKr9me5QJuC173tnPh_4k9g,"City of Treasure Island, FL (Official Page)","Treasure Island, located along the Gulf of Mexico, is home to white sandy beaches, pristine waters, hotels, restaurants and ...",https://www.youtube.com/channel/UCU5ocMcwbaVkK5RgaKIZK_w,City of Tampa,"Tampa, home to over 340000 residents, is a vibrant, dynamic and beautiful city. Located on the banks of the Hillsborough River, ...",https://www.youtube.com/channel/UCx4-4RHo_bhTMQJNh6Du0AA,,,,,,,,,,,,,,,
AT00007841,redington shores,yes,yes,City of Clearwater,"Thank you for visiting the YouTube channel for the bright and beautiful city of Clearwater, Florida. Learn more at ...",https://www.youtube.com/channel/UCKr9me5QJuC173tnPh_4k9g,"City of Treasure Island, FL (Official Page)","Treasure Island, located along the Gulf of Mexico, is home to white sandy beaches, pristine waters, hotels, restaurants and ...",https://www.youtube.com/channel/UCU5ocMcwbaVkK5RgaKIZK_w,City of Tampa,"Tampa, home to over 340000 residents, is a vibrant, dynamic and beautiful city. Located on the banks of the Hillsborough River, ...",https://www.youtube.com/channel/UCx4-4RHo_bhTMQJNh6Du0AA,,,,,,,,,,,,,,,
AT00007852,riviera beach,yes,yes,Riviera Beach TV,"Welcome to the official Youtube channel for the City of Riviera Beach, Florida. Watch city meetings and keep up with the latest ...",https://www.youtube.com/channel/UC-PJC58-FAYgQULlvSIKJeg,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,Riviera Beach CRA,The Agency's main mission is to guide the city's redevelopment efforts. This includes making investments of public funds in key ...,https://www.youtube.com/channel/UCUnf6TJ5kiFqM6AmeBHu1ww,Riviera Beach Police Department,The Police Department is comprised of 120 sworn officers and 79 non-sworn employees who handle approximately 80000 calls ...,https://www.youtube.com/channel/UCPdkvcDXmcDH5705yVoNDzA,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,,,,,,
AT00007853,rockledge,yes,yes,"City of Rockledge, FL","City of Rockledge, Fl.",https://www.youtube.com/channel/UCS8FNOl0kpZJOZfcS4TGh8A,"City of Cocoa, Florida","IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",https://www.youtube.com/channel/UCbWJK7XQyPVBmp15Fwoa4jA,City of Cocoa Beach - Government,"IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",https://www.youtube.com/channel/UCzVNSjCc0HnwzvaDCtpAj5A,,,,,,,,,,,,,,,
AT00007858,royal palm beach village,yes,yes,Living In West Palm Beach Florida,If you are going to be living in the West Palm Beach Florida area then this is the channel you need! We tell you what it is like to live ...,https://www.youtube.com/channel/UCQaWt6Q473HoU5uMs75Xs4w,,,,,,,,,,,,,,,,,,,,,
AT00007860,ruskin,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007861,safety harbor,yes,yes,City of Clearwater,"Thank you for visiting the YouTube channel for the bright and beautiful city of Clearwater, Florida. Learn more at ...",https://www.youtube.com/channel/UCKr9me5QJuC173tnPh_4k9g,,,,,,,,,,,,,,,,,,,,,
AT00007862,st. augustine,yes,yes,City of St. Augustine Beach,"This channel is setup for the City of St. Augustine Beach Florida, our residents, and visitors. http://www.staugbch.com/",https://www.youtube.com/channel/UCNzeny-WIgQIAP-W6ljZ-7w,"Ancient City Tours - St Augustine, FL",,https://www.youtube.com/channel/UCpBInoygQrE1ZKs7CTeLwgg,See St Augustine,"A video guide of the Nation's Oldest City, St. Augustine, Florida. Hi, my name is Joe Mehm and I've been a resident of the St ...",https://www.youtube.com/channel/UCn-85XvIe4GenO_y303lFqQ,,,,,,,,,,,,,,,
AT00007863,st. augustine beach,yes,yes,City of St. Augustine Beach,"This channel is setup for the City of St. Augustine Beach Florida, our residents, and visitors. http://www.staugbch.com/",https://www.youtube.com/channel/UCNzeny-WIgQIAP-W6ljZ-7w,St. Augustine Live,"Enjoy our 24/7 LIVE cameras and videos from historic St. Augustine, Florida https://www.stauglive.com A big thank you to our local ...",https://www.youtube.com/channel/UCznXKvxj3U1dEQDprXBmlQA,See St Augustine,"A video guide of the Nation's Oldest City, St. Augustine, Florida. Hi, my name is Joe Mehm and I've been a resident of the St ...",https://www.youtube.com/channel/UCn-85XvIe4GenO_y303lFqQ,,,,,,,,,,,,,,,
AT00007866,st. cloud,yes,yes,CityofStCloudFL,"Welcome to the City of St. Cloud, Florida's YouTube channel. We are a vibrant and growing community of more than 65000, ...",https://www.youtube.com/channel/UCzSWIgmC8iapAuetPOhsGVQ,Around St. Cloud (FL).,"Small town feel in the City of St. Cloud Florida. See the sights, sounds and community as I document living in my adopted ...",https://www.youtube.com/channel/UCyk3MiTvBBxhji8eVCrXoJQ,Soul City Church FL,"Soul City Church FL exists to help people know God, find freedom, discover their purpose, and make a difference with their lives.",https://www.youtube.com/channel/UCWw3i4GNmO4TK3Mos7ET8Ig,,,,,,,,,,,,,,,
AT00007868,st. leo,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007869,st. lucie village,yes,yes,Town of Sewall's Point,"Sewall's Point is a town located on the peninsula of the same name in Martin County, Florida, United States.",https://www.youtube.com/channel/UCzeRE7brAko8MtjFpHhbLOg,Jonathan BJ Hayes - Port St Lucie Real Estate,I am a licensed real estate agent in the state of Florida with a concentration on the city of Port St Lucie. Port St Lucie offers the best ...,https://www.youtube.com/channel/UCFOkrbJKrIQwDjBbEM3iP4w,,,,,,,,,,,,,,,,,,
AT00007870,st. marks,yes,yes,St. Mark Catholic Church,"Welcome to St. Mark Catholic Church's YouTube channel! We are located in Southwest Ranches, Florida, and are on a mission to ...",https://www.youtube.com/channel/UCGkYtTyRrr5FaXsK-GyKCaw,,,,,,,,,,,,,,,,,,,,,
AT00007871,st. pete beach,yes,yes,City of St. Pete Beach,Welcome to the Sunset Capital of Florida. This is the official City of St. Pete Beach YouTube Channel. You'll find video updates for ...,https://www.youtube.com/channel/UC5Zskeb1lsyvYsIqwyUIrhw,Visit St. Pete Clearwater,"The sun always shines a little brighter in St. Pete-Clearwater, so let's make every day a beach day. Let's dive into the warm Gulf ...",https://www.youtube.com/channel/UC-KE1kCDi1BL9-u3GIhE7yQ,St Pete Beach Florida Living,"WELCOME TO ST PETE BEACH FLORIDA LIVING! This YouTube channel is all about St Pete Beach Florida and the joys, pros ...",https://www.youtube.com/channel/UCyQ03A3jcCii08GnXbOA_EA,,,,,,,,,,,,,,,
AT00007872,st. petersburg,yes,yes,Visit St. Pete Clearwater,"The sun always shines a little brighter in St. Pete-Clearwater, so let's make every day a beach day. Let's dive into the warm Gulf ...",https://www.youtube.com/channel/UC-KE1kCDi1BL9-u3GIhE7yQ,,,,,,,,,,,,,,,,,,,,,
AT00007875,san antonio,yes,yes,San Antonio Neighborhood Living!,"Moving to San Antonio? San Antonio real estate is affordable, compared to other major cities. If you live in San Antonio and you ...",https://www.youtube.com/channel/UCwCRT49oK5sb4OEKcReIbdg,,,,,,,,,,,,,,,,,,,,,
AT00007876,san carlos park,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007878,sanford,yes,yes,"City of Sanford, FL","Official Youtube Channel of City of Sanford, Florida. There's Always Something Going On in Historic Sanford. As one of the oldest ...",https://www.youtube.com/channel/UCrOGg6n2Qjw6yujcrwc0Z3g,City Church FL,"The official youtube channel of City Church FL in Sanford, FL CityChurchFL.org.",https://www.youtube.com/channel/UC1f7mxbe18s0B3A1fVgbu4w,Historic Downtown Sanford,"The Historic Downtown Sanford District in Central Florida is a global travel destination featuring award-winning restaurants, craft ...",https://www.youtube.com/channel/UCG6-8JesTt0e8YMN6I4JY-w,Sanford Museum,"Located in Sanford, Florida, the Sanford Museum has been preserving and collecting Sanford history since 1957.",https://www.youtube.com/channel/UC8nGhxBEDIwOsdqftJ4-NvQ,,,,,,,,,,,,
AT00007879,sanibel,yes,yes,Town of Fort Myers Beach FL,,https://www.youtube.com/channel/UCTF-wEnfKoqXo9WOk-1ev5w,SCCFSanibelCaptiva,"Founded in 1967, SCCF's (The Sanibel-Captiva Conservation Foundation) mission is to protect and care for Southwest Florida's ...",https://www.youtube.com/channel/UCHdQcbDAEJdWNMHLll3orqA,,,,,,,,,,,,,,,,,,
AT00007880,sarasota,yes,yes,City of Sarasota,"News and events from the City of Sarasota, Florida.",https://www.youtube.com/channel/UCmDaDe0Ed9_fIORZ1pArVfA,Sarasota Police Department,YouTube Channel for the Sarasota Police Department | Not monitored 24/7 | Emergencies 911 | Non-emergencies 941-316-1199 ...,https://www.youtube.com/channel/UCA-v3ISGs0kF51HHHRIcUtg,"North Port, Florida","Located in Southwest Florida between Tampa and Fort Myers, the City of North Port is the largest city in Sarasota County.",https://www.youtube.com/channel/UCTh3-EEpBJ7yKjG6T5lO8_A,,,,,,,,,,,,,,,
AT00007882,satellite beach,yes,yes,City of Cocoa Beach - Government,"IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",https://www.youtube.com/channel/UCzVNSjCc0HnwzvaDCtpAj5A,,,,,,,,,,,,,,,,,,,,,
AT00007883,sawgrass,yes,yes,South Florida Title Associates | Sawgrass Office,"South Florida Title Associates Corporate Headquarters is located in Plantation, FL with offices in the following cities: Aventura, ...",https://www.youtube.com/channel/UCJV-GTSFwXx3ISgo6EDjXGg,,,,,,,,,,,,,,,,,,,,,
AT00007885,sea ranch lakes village,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007886,sebastian,yes,yes,City Of Sebastian,"The City of Sebastian is providing this channel in order to provide our citizens a way to access the content that is aired on COStv, ...",https://www.youtube.com/channel/UCpzAJigyTTM4gsU8NrjakIw,City of Sebastian Florida Events,Videos of various events in Sebastian Florida.,https://www.youtube.com/channel/UCUaCllkHa44nRDmgT6jaqnQ,,,,,,,,,,,,,,,,,,
AT00007887,sebring,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007889,seminole,yes,yes,Early Learning Coalition of Seminole,"The purpose of the Early Learning Coalition of Seminole (ELC), now in its 19th year, is to provide access to quality early learning ...",https://www.youtube.com/channel/UCc7wuAd78XRfF9p3ALwBtcg,"City of Sanford, FL","Official Youtube Channel of City of Sanford, Florida. There's Always Something Going On in Historic Sanford. As one of the oldest ...",https://www.youtube.com/channel/UCrOGg6n2Qjw6yujcrwc0Z3g,"City of Westlake, Florida",,https://www.youtube.com/channel/UCJUQOjPGrlEtAWWQzu04rgA,,,,,,,,,,,,,,,
AT00007892,sewall’s point,yes,yes,Town of Sewall's Point,"Sewall's Point is a town located on the peninsula of the same name in Martin County, Florida, United States.",https://www.youtube.com/channel/UCzeRE7brAko8MtjFpHhbLOg,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,,,,,,,,,,,,,,,,,,
AT00007894,shalimar,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007900,sneads,yes,yes,Visit Jackson County Florida,"Jackson County, Florida is centrally located in the panhandle of Northwest Florida, surrounded by canopy oak trees and miles of ...",https://www.youtube.com/channel/UCdMucvSJkOkZoGTPY0M2-vw,,,,,,,,,,,,,,,,,,,,,
AT00007902,sopchoppy,yes,yes,Tallahassee Police Department,The Tallahassee Police Department has a distinguished 170-year history of protecting and serving Florida's Capital City while ...,https://www.youtube.com/channel/UCsETCk0YSV0FhsYxQadpnKA,,,,,,,,,,,,,,,,,,,,,
AT00007903,sorrento,yes,yes,We Are Perdido,We Are Perdido Local citizens are joining together to explore the idea of Perdido becoming a town. Join us as we learn about the ...,https://www.youtube.com/channel/UCXlpltyIah3dmn15p3BZG7g,,,,,,,,,,,,,,,,,,,,,
AT00007905,south bay,yes,yes,Town of Cutler Bay,"Home to over 45000 residents, Cutler Bay is a coastal, family-friendly community. Since incorporating in 2005, the Town has ...",https://www.youtube.com/channel/UCqXkl1O0vQ_mAz_f3-BJ0Sg,"CBTV Cutler Bay, Florida","CBTV is sponsored in part by the Town of Cutler Bay. The Town Cutler Bay A great Place to Live, Work and Play. CBTV and the ...",https://www.youtube.com/channel/UCTbIiwQXByFKI8tZwtUAOpA,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,ABC7 SWFL,"The official live stream of channel of ABC-7 News in Southwest Florida originating from WZVN-TV in Fort Myers, Florida.... a ...",https://www.youtube.com/channel/UCq9e_hCv2jvgck8WowW1NXg,,,,,,,,,,,,
AT00007910,south daytona,yes,yes,City of Daytona Beach Shores,"Daytona Beach Shores is a charming, friendly, oceanfront community of 4300 residents located on the barrier island directly south ...",https://www.youtube.com/channel/UC83Ed6Z2xNz1XFdgtwZ_UlQ,,,,,,,,,,,,,,,,,,,,,
AT00007915,south miami,yes,yes,City of Miami Beach TV,"This is the official ""You Tube"" home of the City of Miami Beach, Florida, government. Our communications department is ...",https://www.youtube.com/channel/UCAthAfV8Iqgyl8znznZodlQ,Town of Miami Lakes,"When it incorporated in December 2000, the Town of Miami Lakes became the 31st municipality in Miami-Dade County. Known ...",https://www.youtube.com/channel/UCSCzXpZ82FfA5udLY6WynCQ,City of West Miami,"West Miami is a city in Miami-Dade County, Florida, United States. The city is part of the Miami metropolitan area of South Florida.",https://www.youtube.com/channel/UC7X7aBKcMKGq04z6JAc3f1w,CBS Miami,"Welcome to the official YouTube channel for CBS Miami, your destination for everything local -- including breaking news and the ...",https://www.youtube.com/channel/UCXJryYh6xcW5iEeJGzK191A,South Florida PBS,"South Florida PBS, Florida's largest public media company, includes public broadcasting stations WPBT2 and WXEL. On this ...",https://www.youtube.com/channel/UCyhPKRdzGskJekibUnJiZyQ,,,,,,,,,
AT00007917,south palm beach,yes,yes,WPTV News - FL Palm Beaches and Treasure Coast,"WPTV NewsChannel 5, the NBC affiliate in West Palm Beach, is Florida's top rated television station. WPTV covers Palm Beach ...",https://www.youtube.com/channel/UC0bCUnP5RrkJZUtd3bBz6Kw,Preservation Foundation of Palm Beach,The Preservation Foundation of Palm Beach is dedicated to preserving the architectural and cultural heritage and the unique ...,https://www.youtube.com/channel/UCFPqq7L_aURrMj20VcWFwFw,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,,,,,,,,,,,,,,,
AT00007918,south pasadena,yes,yes,"City of South Pasadena, FL","Welcome to the City of South Pasadena, Florida's YouTube government channel. This channel is currently under construction, ...",https://www.youtube.com/channel/UCX_4EaDefLDHi9ppxq1UWFQ,"City of Treasure Island, FL (Official Page)","Treasure Island, located along the Gulf of Mexico, is home to white sandy beaches, pristine waters, hotels, restaurants and ...",https://www.youtube.com/channel/UCU5ocMcwbaVkK5RgaKIZK_w,City of Tampa,"Tampa, home to over 340000 residents, is a vibrant, dynamic and beautiful city. Located on the banks of the Hillsborough River, ...",https://www.youtube.com/channel/UCx4-4RHo_bhTMQJNh6Du0AA,,,,,,,,,,,,,,,
AT00007922,southwest ranches,yes,yes,Town of Southwest Ranches Official Channel,"The official YouTube Channel for the Town of Southwest Ranches (SWR). View videos of Town Council Meetings, and Town ...",https://www.youtube.com/channel/UCP8bzn6TdSC5Tvo_oNZTY7g,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,Town of Davie TV,"This is the official ""YouTube"" home of the Town of Davie, Florida, government. Our Public Information Office is responsible for the ...",https://www.youtube.com/channel/UClAfziZQ5Gra8DrGRzyq37w,"City of Opa-locka, FL",City of Opa-locka's Official YouTube Channel.,https://www.youtube.com/channel/UCOAsS_oXDEida5PdhtJwYuA,St. Mark Catholic Church,"Welcome to St. Mark Catholic Church's YouTube channel! We are located in Southwest Ranches, Florida, and are on a mission to ...",https://www.youtube.com/channel/UCGkYtTyRrr5FaXsK-GyKCaw,,,,,,,,,
AT00007923,springfield,yes,yes,City of Lynn Haven Florida,Lynn Haven City Commission meetings are normally held on the second and fourth Tuesdays of the month in the Chambers ...,https://www.youtube.com/channel/UCIQF6ORilTNOq43451WT0YA,WMBB News 13,"WMBB News 13 News, Weather, Sports and more from across the Florida Panhandle. Located in Panama City, Florida.",https://www.youtube.com/channel/UCfnsWGN5thNUp_QKObM58bA,,,,,,,,,,,,,,,,,,
AT00007924,spring hill,yes,yes,Tarpon Springs City Hall,"The official government You Tube channel for the City of Tarpon Springs, Florida.",https://www.youtube.com/channel/UCT6_SxI7RxFrdJLoHi-02ag,,,,,,,,,,,,,,,,,,,,,
AT00007929,starke,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
AT00007932,stuart,yes,yes,LIVING IN PORT ST. LUCIE FLORIDA,"Are you wondering what it is like to live in Port St. Lucie, Florida? Well, this is the channel you need! We absolutely love this town ...",https://www.youtube.com/channel/UCSasihoxaAzvPoC4h9JB91w,Town of Sewall's Point,"Sewall's Point is a town located on the peninsula of the same name in Martin County, Florida, United States.",https://www.youtube.com/channel/UCzeRE7brAko8MtjFpHhbLOg,City of Stuart Florida,Government Organization.,https://www.youtube.com/channel/UCXGlqG9zOM6xLlrx2tUWnNw,"Stuart Heritage Museum, Inc.","Stuart Heritage, Inc. was created in 1988 when the City of Stuart purchased the Stuart Feed Store building on Flagler Avenue in ...",https://www.youtube.com/channel/UCc1iuo7r2i1O1_VYVKC3Anw,,,,,,,,,,,,
AT00007937,sunny isles beach,yes,yes,City of Sunny Isles Beach,"The official YouTube channel for the City of Sunny Isles Beach bringing you the latest news, information, and stories happening in ...",https://www.youtube.com/channel/UCV-0q4EHhvPTkf-3CWwD1Ww,City of Miami Beach TV,"This is the official ""You Tube"" home of the City of Miami Beach, Florida, government. Our communications department is ...",https://www.youtube.com/channel/UCAthAfV8Iqgyl8znznZodlQ,City of Miami Gov,The Official City of Miami YouTube Channel.,https://www.youtube.com/channel/UCSsI2UhZkrUHM0HjP9T7wDQ,,,,,,,,,,,,,,,
AT00007938,sunrise,yes,yes,"City of Sunrise, Florida","The City of Sunrise, located in western Broward County, Florida is home to approximately 92000 residents and host to several ...",https://www.youtube.com/channel/UCwWs-vZ6h-5P6XvQOCllSCA,Sunrise Police Department,"Welcome to City of Sunrise Police Department's official YouTube page, where you will find videos that we have created to use ...",https://www.youtube.com/channel/UCAlFfKs34XSEs3X4Kz2vyXA,,,,,,,,,,,,,,,,,,
AT00007939,sunset,yes,yes,"City of Sunrise, Florida","The City of Sunrise, located in western Broward County, Florida is home to approximately 92000 residents and host to several ...",https://www.youtube.com/channel/UCwWs-vZ6h-5P6XvQOCllSCA,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",https://www.youtube.com/channel/UCVtTjaaajzCaWsMxHBmTIsA,City of St. Pete Beach,Welcome to the Sunset Capital of Florida. This is the official City of St. Pete Beach YouTube Channel. You'll find video updates for ...,https://www.youtube.com/channel/UC5Zskeb1lsyvYsIqwyUIrhw,,,,,,,,,,,,,,,
AT00007940,surfside,yes,yes,"Town of Surfside, Florida",,https://www.youtube.com/channel/UClQtnTArP4e04riNShk9lNg,Surfside FL Matters,Preserving Florida's Coastal Communities Surfside 1992 - 2004.,https://www.youtube.com/channel/UCQj4ESCRUB6TQ3n8pUs_ZWw,,,,,,,,,,,,,,,,,,
AT00007941,sweetwater,yes,yes,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",https://www.youtube.com/channel/UCVtTjaaajzCaWsMxHBmTIsA,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,Town of Davie TV,"This is the official ""YouTube"" home of the Town of Davie, Florida, government. Our Public Information Office is responsible for the ...",https://www.youtube.com/channel/UClAfziZQ5Gra8DrGRzyq37w,Adonel Concrete,"This the official YouTube channel of Adonel Concrete, located in the City of Sweetwater, Florida. Adonel Concrete is South ...",https://www.youtube.com/channel/UCRvMHILaTNIncY4E-BTFeyw,Virtual Railfan,"Official channel of Virtual Railfan, Inc. Virtual Railfan is the premiere provider for live train cams all over the United States ...",https://www.youtube.com/channel/UCOIkT9bq-1N2BvrsBjhNlag,Site Doral,"Doral, incorporated on June 24, 2003, in one of thirty-four municipalities in Miami-Dade County, Florida. Conveniently located just ...",https://www.youtube.com/channel/UChYZRZl3XfCWK2_Jt4ZaY0g,,,,,,
AT00007943,tallahassee,yes,yes,City of TLH,"Tallahassee, the capital of Florida, is nestled among the rolling hills of northwest Florida. The City of Tallahassee provides a wide ...",https://www.youtube.com/channel/UCmWwxcTi1xtq5xeic4DbZzA,City of TLH Meetings,"Tallahassee, the capital of Florida, is nestled among the rolling hills of northwest Florida. The City of Tallahassee provides a wide ...",https://www.youtube.com/channel/UC-iKH94BiaHQRrnHQpP2prQ,City Church Tallahassee,"This is the YouTube Channel for City Church, located in Tallahassee, FL. You can find videos of music, sermons, and other digital ...",https://www.youtube.com/channel/UC74Hj2m3LeGhMjHpnU4tl3A,Tallahassee Police Department,The Tallahassee Police Department has a distinguished 170-year history of protecting and serving Florida's Capital City while ...,https://www.youtube.com/channel/UCsETCk0YSV0FhsYxQadpnKA,,,,,,,,,,,,
AT00007944,tamarac,yes,yes,TamaracTalk,News for Tamarac Florida and the rest of Broward County.,https://www.youtube.com/channel/UCNFJYie7wwhGkB-EDM27pCQ,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",https://www.youtube.com/channel/UCVtTjaaajzCaWsMxHBmTIsA,,,,,,,,,,,,,,,
AT00007945,tamiami,yes,yes,Town of Miami Lakes,"When it incorporated in December 2000, the Town of Miami Lakes became the 31st municipality in Miami-Dade County. Known ...",https://www.youtube.com/channel/UCSCzXpZ82FfA5udLY6WynCQ,City of Miami Beach TV,"This is the official ""You Tube"" home of the City of Miami Beach, Florida, government. Our communications department is ...",https://www.youtube.com/channel/UCAthAfV8Iqgyl8znznZodlQ,City of Miami Gov,The Official City of Miami YouTube Channel.,https://www.youtube.com/channel/UCSsI2UhZkrUHM0HjP9T7wDQ,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,Town of Davie TV,"This is the official ""YouTube"" home of the Town of Davie, Florida, government. Our Public Information Office is responsible for the ...",https://www.youtube.com/channel/UClAfziZQ5Gra8DrGRzyq37w,,,,,,,,,
AT00007946,tampa,yes,yes,City of Tampa,"Tampa, home to over 340000 residents, is a vibrant, dynamic and beautiful city. Located on the banks of the Hillsborough River, ...",https://www.youtube.com/channel/UCx4-4RHo_bhTMQJNh6Du0AA,City Of Tampa Meetings,"Archive for City of Tampa meetings. Meetings are organized in playlists. Selecting ""view full playlist"" will open a list sorted by date ...",https://www.youtube.com/channel/UCLzohJmEgvfJOEd4YJNIHbg,Tampa Florida,This channel hosts videos from the official City of Tampa web site.,https://www.youtube.com/channel/UCu1Kn3t6M_lyFxDTjPRzSsQ,,,,,,,,,,,,,,,
AT00007949,tarpon springs,yes,yes,Tarpon Springs City Hall,"The official government You Tube channel for the City of Tarpon Springs, Florida.",https://www.youtube.com/channel/UCT6_SxI7RxFrdJLoHi-02ag,Tarpon Arts,Tarpon Arts is the City of Tarpon Springs' Department of Cultural Services/Division of Arts & Historical Resources and also ...,https://www.youtube.com/channel/UCagp5zLIeTAlkdVLg168XbQ,,,,,,,,,,,,,,,,,,
AT00007950,tavares,yes,yes,City of Tavares,"Welcome to Tavares, America's Seaplane City! Come Land & See.",https://www.youtube.com/channel/UCNNUp-LV0oMukclXZvJvaWQ,FiscalRangersFlorida,"Videos regarding Lake County, FL local government, politics and general issues. Detailed articles about some of the videos are ...",https://www.youtube.com/channel/UCvw9XlziO-JRGNleCHU_UHg,,,,,,,,,,,,,,,,,,
AT00007953,temple terrace,yes,yes,Temple Terrace,"Incorporated in 1925, Temple Terrace is a city of 25000 on the banks of the Hillsborough River in West Central Florida. Temple ...",https://www.youtube.com/channel/UC4z9CgD1RQNAwFPMKbTKupw,City of Tampa,"Tampa, home to over 340000 residents, is a vibrant, dynamic and beautiful city. Located on the banks of the Hillsborough River, ...",https://www.youtube.com/channel/UCx4-4RHo_bhTMQJNh6Du0AA,Plan Hillsborough,"Plan Hillsborough is a consolidated planning agency serving Tampa, Temple Terrace, Plant City and Unincorporated ...",https://www.youtube.com/channel/UCrh0i30ju-xWNRJsthZTR_A,Tampa Florida Living,Are you wondering what it is like to live in Tampa Florida? Well this is the channel you need! We absolutely love this city and our ...,https://www.youtube.com/channel/UCetDYq6cgZOkEqlsJ90NFJQ,Hillsborough TPO,The Hillsborough County Metropolitan Planning Organization (MPO) is a transportation policy-making board mandated by federal ...,https://www.youtube.com/channel/UCsojHyZb_mkYIU3o32Tbg4w,,,,,,,,,
AT00007954,tequesta village,yes,yes,Village of Tequesta,Local Government.,https://www.youtube.com/channel/UC67XhbJxFVZgHTcIopCDruw,Town of Sewall's Point,"Sewall's Point is a town located on the peninsula of the same name in Martin County, Florida, United States.",https://www.youtube.com/channel/UCzeRE7brAko8MtjFpHhbLOg,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,Town of Juno Beach,Town of Juno Beach Florida.,https://www.youtube.com/channel/UC9Oj_agYn_VoXEnPhdB4Cxw,,,,,,,,,,,,
